Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO,ELO Post Game
01/11/26,Yacht Flippers,1349,Frozen Assets,1517,-167,25.4,4.5,70.1,2,4,Loss,-29,1321
01/11/26,Frozen Assets,1517,Yacht Flippers,1349,167,70.1,4.5,25.4,4,2,Win,29,1545
01/11/26,Winter 26 New Div 10 Purple,1000,Banana Blades,1000,0,47.2,5.6,47.2,1,5,Loss,-66,934
01/11/26,Banana Blades,1000,Winter 26 New Div 10 Purple,1000,0,47.2,5.6,47.2,5,1,Win,66,1066
01/11/26,Hungry Hatchlings,1700,SEA Cucumbers,1593,107,62.4,5.1,32.5,3,3,Tie,-9,1691
01/11/26,SEA Cucumbers,1593,Hungry Hatchlings,1700,-107,32.5,5.1,62.4,3,3,Tie,9,1602
01/11/26,Khaos,1481,Fighting Clams,1444,37,52.5,5.5,42.0,6,2,Win,67,1548
01/11/26,Fighting Clams,1444,Khaos,1481,-37,42.0,5.5,52.5,2,6,Loss,-67,1377
01/11/26,Rainier Reindeers HC-9,1330,Purple Reign,1337,-7,46.2,5.6,48.2,4,2,Win,61,1391
01/11/26,Purple Reign,1337,Rainier Reindeers HC-9,1330,7,48.2,5.6,46.2,2,4,Loss,-61,1276
01/11/26,Glow Sticks,1905,Blackouts,1533,372,88.4,2.1,9.5,5,2,Win,15,1921
01/11/26,Blackouts,1533,Glow Sticks,1905,-372,9.5,2.1,88.4,2,5,Loss,-15,1518
01/11/26,Blades,2622,Trash Pandas Garbage Legacy,2264,358,87.6,2.2,10.2,4,0,Win,17,2640
01/11/26,Trash Pandas Garbage Legacy,2264,Blades,2622,-358,10.2,2.2,87.6,0,4,Loss,-17,2246
01/11/26,Seals Lower,2196,Chucklepucks,2107,89,60.0,5.2,34.8,6,3,Win,53,2249
01/11/26,Chucklepucks,2107,Seals Lower,2196,-89,34.8,5.2,60.0,3,6,Loss,-53,2054
01/11/26,Birrds,2145,Iced Awesome,2029,117,63.7,5.0,31.3,6,2,Win,51,2196
01/11/26,Iced Awesome,2029,Birrds,2145,-117,31.3,5.0,63.7,2,6,Loss,-51,1977
01/11/26,Seal Team Sticks,1799,Toe Dragons,1569,230,77.1,3.7,19.2,1,2,Loss,-58,1741
01/11/26,Toe Dragons,1569,Seal Team Sticks,1799,-230,19.2,3.7,77.1,2,1,Win,58,1627
01/11/26,Seattle Freeze,2411,Cascadians HC,2167,243,78.5,3.6,18.0,9,3,Win,34,2445
01/11/26,Cascadians HC,2167,Seattle Freeze,2411,-243,18.0,3.6,78.5,3,9,Loss,-34,2133
01/11/26,Barrel Aged Brewzers,2450,Wranglers,2432,18,49.8,5.6,44.6,2,5,Loss,-65,2385
01/11/26,Wranglers,2432,Barrel Aged Brewzers,2450,-18,44.6,5.6,49.8,5,2,Win,65,2498
01/11/26,Blackbirds,1734,Gremlins Hockey,1517,217,75.8,3.9,20.3,1,2,Loss,-57,1677
01/11/26,Gremlins Hockey,1517,Blackbirds,1734,-217,20.3,3.9,75.8,2,1,Win,57,1574
01/11/26,Trash Pandas 7 Landis,2424,Not Sure 7A,2315,109,62.7,5.1,32.2,1,3,Loss,-71,2354
01/11/26,Not Sure 7A,2315,Trash Pandas 7 Landis,2424,-109,32.2,5.1,62.7,3,1,Win,71,2385
01/11/26,Bandits,2148,Roughnecks Mobile Infantry,1937,211,75.1,4.0,20.9,1,3,Loss,-85,2064
01/11/26,Roughnecks Mobile Infantry,1937,Bandits,2148,-211,20.9,4.0,75.1,3,1,Win,85,2022
01/11/26,Sockeyes Div 8,1678,Scrooge McPuck,1796,-117,31.2,5.0,63.8,1,4,Loss,-41,1637
01/11/26,Scrooge McPuck,1796,Sockeyes Div 8,1678,117,63.8,5.0,31.2,4,1,Win,41,1837
01/11/26,Raiders,2347,Mudflaps,2199,148,67.8,4.7,27.5,4,4,Tie,-13,2334
01/11/26,Mudflaps,2199,Raiders,2347,-148,27.5,4.7,67.8,4,4,Tie,13,2212
01/11/26,LKI,1997,BLU Bombers,1871,126,64.9,4.9,30.2,4,5,Loss,-49,1948
01/11/26,BLU Bombers,1871,LKI,1997,-126,30.2,4.9,64.9,5,4,Win,49,1919
01/11/26,Los Tigres,2150,Quacken,1855,295,83.1,2.9,14.0,5,6,Loss,-62,2088
01/11/26,Quacken,1855,Los Tigres,2150,-295,14.0,2.9,83.1,6,5,Win,62,1917
01/11/26,Fluffy Bunnies,1912,Hampton West Hockey Club,2027,-115,31.5,5.0,63.5,1,1,Tie,14,1926
01/11/26,Hampton West Hockey Club,2027,Fluffy Bunnies,1912,115,63.5,5.0,31.5,1,1,Tie,-14,2014
01/11/26,Seattle Dogs,1716,Pond Pigeons,1633,83,59.1,5.3,35.6,4,4,Tie,-7,1709
01/11/26,Pond Pigeons,1633,Seattle Dogs,1716,-83,35.6,5.3,59.1,4,4,Tie,7,1639
01/11/26,Orcas,1881,Spittin'' Llamas,1690,192,73.0,4.2,22.8,7,1,Win,43,1924
01/11/26,Spittin'' Llamas,1690,Orcas,1881,-192,22.8,4.2,73.0,1,7,Loss,-43,1646
01/12/26,Midnight Twist,2841,Squids,2774,67,56.8,5.4,37.8,2,2,Tie,-5,2836
01/12/26,Squids,2774,Midnight Twist,2841,-67,37.8,5.4,56.8,2,2,Tie,5,2779
01/12/26,Dumb Pucks,2644,Jokres,2837,-193,22.7,4.2,73.1,4,4,Tie,20,2664
01/12/26,Jokres,2837,Dumb Pucks,2644,193,73.1,4.2,22.7,4,4,Tie,-20,2816
01/12/26,WKUP-5,3258,Gamblers,3017,241,78.2,3.6,18.2,6,2,Win,31,3289
01/12/26,Gamblers,3017,WKUP-5,3258,-241,18.2,3.6,78.2,2,6,Loss,-31,2987
01/12/26,Bullets,2749,Piranhas,2822,-73,36.9,5.4,57.7,1,4,Loss,-48,2700
01/12/26,Piranhas,2822,Bullets,2749,73,57.7,5.4,36.9,4,1,Win,48,2870
01/12/26,Brewzers OGB,2811,PussyCats,2605,205,74.5,4.0,21.4,1,6,Loss,-112,2699
01/12/26,PussyCats,2605,Brewzers OGB,2811,-205,21.4,4.0,74.5,6,1,Win,112,2717
01/12/26,Real Bacon,2378,Greenhorns,2424,-47,40.6,5.5,53.9,2,1,Win,45,2422
01/12/26,Greenhorns,2424,Real Bacon,2378,47,53.9,5.5,40.6,1,2,Loss,-45,2380
01/12/26,Flying Monkeys,2514,Fossils,2679,-165,25.6,4.5,69.9,6,7,Loss,-19,2495
01/12/26,Fossils,2679,Flying Monkeys,2514,165,69.9,4.5,25.6,7,6,Win,19,2699
01/12/26,Monarchs 6C,2427,Hackers,2437,-10,45.8,5.6,48.6,2,4,Loss,-52,2376
01/12/26,Hackers,2437,Monarchs 6C,2427,10,48.6,5.6,45.8,4,2,Win,52,2489
01/12/26,Honey Badgers,2636,Coyotes,2627,9,48.5,5.6,45.9,3,1,Win,58,2694
01/12/26,Coyotes,2627,Honey Badgers,2636,-9,45.9,5.6,48.5,1,3,Loss,-58,2569
01/12/26,Dirty Couch Hockey Club,2722,Icemen,2424,298,83.3,2.9,13.8,1,4,Loss,-109,2613
01/12/26,Icemen,2424,Dirty Couch Hockey Club,2722,-298,13.8,2.9,83.3,4,1,Win,109,2534
01/13/26,Top Cheddar,2899,Renegades,2920,-21,44.3,5.6,50.2,6,7,Loss,-33,2866
01/13/26,Renegades,2920,Top Cheddar,2899,21,50.2,5.6,44.3,7,6,Win,33,2953
01/13/26,Roughnecks - Game Theory,3233,Dumpster Fire,3144,88,59.8,5.3,34.9,3,3,Tie,-7,3225
01/13/26,Dumpster Fire,3144,Roughnecks - Game Theory,3233,-88,34.9,5.3,59.8,3,3,Tie,7,3152
01/13/26,Skateful Dead,3426,Night Owls,3436,-10,45.8,5.6,48.6,1,3,Loss,-51,3374
01/13/26,Night Owls,3436,Skateful Dead,3426,10,48.6,5.6,45.8,3,1,Win,51,3487
01/13/26,MMHC,3722,Breakers,3525,197,73.6,4.1,22.3,5,0,Win,40,3762
01/13/26,Breakers,3525,MMHC,3722,-197,22.3,4.1,73.6,0,5,Loss,-40,3486
01/14/26,Reapers,2780,Trash Pandas 5B,2875,-94,34.1,5.2,60.6,2,2,Tie,12,2792
01/14/26,Trash Pandas 5B,2875,Reapers,2780,94,60.6,5.2,34.1,2,2,Tie,-12,2863
01/14/26,Goal Diggers,3610,Coconut Corgis,3606,4,47.8,5.6,46.6,14,2,Win,112,3723
01/14/26,Coconut Corgis,3606,Goal Diggers,3610,-4,46.6,5.6,47.8,2,14,Loss,-112,3493
01/14/26,Wolves,3349,BSOD,3098,251,79.2,3.5,17.3,3,4,Loss,-59,3290
01/14/26,BSOD,3098,Wolves,3349,-251,17.3,3.5,79.2,4,3,Win,59,3158
01/14/26,Bombers,3706,Sabercats,3627,79,58.6,5.3,36.1,0,3,Loss,-77,3629
01/14/26,Sabercats,3627,Bombers,3706,-79,36.1,5.3,58.6,3,0,Win,77,3703
01/14/26,Schilling Cider,3222,LLUA,3488,-267,16.1,3.3,80.6,3,10,Loss,-27,3195
01/14/26,LLUA,3488,Schilling Cider,3222,267,80.6,3.3,16.1,10,3,Win,27,3516
01/14/26,Dead Rabbits,3273,Hooligans,3355,-81,35.9,5.3,58.8,1,9,Loss,-64,3210
01/14/26,Hooligans,3355,Dead Rabbits,3273,81,58.8,5.3,35.9,9,1,Win,64,3418
01/14/26,Mighty Mallards,3321,Kraken Up,3410,-89,34.9,5.2,59.9,6,11,Loss,-52,3268
01/14/26,Kraken Up,3410,Mighty Mallards,3321,89,59.9,5.2,34.9,11,6,Win,52,3462
01/14/26,Bar Down Transportation,3916,Puget Sound Pigeons,3915,1,47.4,5.6,47.0,6,4,Win,59,3975
01/14/26,Puget Sound Pigeons,3915,Bar Down Transportation,3916,-1,47.0,5.6,47.4,4,6,Loss,-59,3856
01/14/26,DevilFish,3345,Moose Knuckle,3201,144,67.2,4.7,28.1,3,5,Loss,-76,3269
01/14/26,Moose Knuckle,3201,DevilFish,3345,-144,28.1,4.7,67.2,5,3,Win,76,3276
01/15/26,Northwest Crabs,4435,Mavericks,4192,243,78.4,3.6,18.0,8,5,Win,28,4463
01/15/26,Mavericks,4192,Northwest Crabs,4435,-243,18.0,3.6,78.4,5,8,Loss,-28,4163
01/15/26,Seagulls,2697,Yetis,3148,-450,6.2,1.5,92.3,4,6,Loss,-7,2690
01/15/26,Yetis,3148,Seagulls,2697,450,92.3,1.5,6.2,6,4,Win,7,3155
01/15/26,Chiefs,4146,Pull Tab Bandits,3891,255,79.6,3.4,17.0,6,3,Win,27,4172
01/15/26,Pull Tab Bandits,3891,Chiefs,4146,-255,17.0,3.4,79.6,3,6,Loss,-27,3864
01/15/26,The Brigade,4209,Red Dog,4095,114,63.3,5.0,31.7,3,2,Win,28,4236
01/15/26,Red Dog,4095,The Brigade,4209,-114,31.7,5.0,63.3,2,3,Loss,-28,4067
01/15/26,Seattle Supernova,4205,ESB,4217,-11,45.6,5.6,48.9,5,5,Tie,3,4209
01/15/26,ESB,4217,Seattle Supernova,4205,11,48.9,5.6,45.6,5,5,Tie,-3,4213
01/15/26,Falcons,4485,NW Stars,4430,55,55.1,5.5,39.4,5,7,Loss,-62,4423
01/15/26,NW Stars,4430,Falcons,4485,-55,39.4,5.5,55.1,7,5,Win,62,4492
01/15/26,Koronis Motors,4222,The Mighty Geoducks,4072,150,68.0,4.7,27.3,4,8,Loss,-96,4127
01/15/26,The Mighty Geoducks,4072,Koronis Motors,4222,-150,27.3,4.7,68.0,8,4,Win,96,4168
01/15/26,Rhinos,3991,The Herd,3795,196,73.5,4.1,22.3,2,3,Loss,-55,3936
01/15/26,The Herd,3795,Rhinos,3991,-196,22.3,4.1,73.5,3,2,Win,55,3850
01/15/26,ALTP,4395,Mustangs,4140,255,79.5,3.4,17.0,5,3,Win,23,4418
01/15/26,Mustangs,4140,ALTP,4395,-255,17.0,3.4,79.5,3,5,Loss,-23,4117
01/15/26,Pheasants,3771,Eagles,3861,-90,34.7,5.2,60.0,11,5,Win,104,3875
01/15/26,Eagles,3861,Pheasants,3771,90,60.0,5.2,34.7,5,11,Loss,-104,3757
01/15/26,Seals 5D,2959,Highlanders,2551,408,90.4,1.8,7.8,7,4,Win,13,2971
01/15/26,Highlanders,2551,Seals 5D,2959,-408,7.8,1.8,90.4,4,7,Loss,-13,2538
01/16/26,Tropical Punchers,957,Beer Dragons,1023,-66,38.0,5.4,56.6,2,2,Tie,9,966
01/16/26,Beer Dragons,1023,Tropical Punchers,957,66,56.6,5.4,38.0,2,2,Tie,-9,1014
01/17/26,Winter 26 New Div 10 Purple,934,Ice Breakers,900,34,52.1,5.5,42.4,0,9,Loss,-98,836
01/17/26,Ice Breakers,900,Winter 26 New Div 10 Purple,934,-34,42.4,5.5,52.1,9,0,Win,98,997
01/17/26,Rainier Reindeers HC-9,1391,Orange Crush,1420,-30,42.9,5.6,51.5,1,2,Loss,-32,1358
01/17/26,Orange Crush,1420,Rainier Reindeers HC-9,1391,30,51.5,5.6,42.9,2,1,Win,32,1452
01/17/26,Banana Blades,1066,Red Zeppelin,1116,-50,40.1,5.5,54.4,0,11,Loss,-83,984
01/17/26,Red Zeppelin,1116,Banana Blades,1066,50,54.4,5.5,40.1,11,0,Win,83,1199
01/17/26,Spicy Kittens,1279,Mighty Moose,1360,-80,36.0,5.3,58.7,1,6,Loss,-54,1225
01/17/26,Mighty Moose,1360,Spicy Kittens,1279,80,58.7,5.3,36.0,6,1,Win,54,1414
01/18/26,Rainier Reindeer HC-6B,2566,Dumb Pucks,2664,-99,33.6,5.2,61.2,6,2,Win,93,2659
01/18/26,Dumb Pucks,2664,Rainier Reindeer HC-6B,2566,99,61.2,5.2,33.6,2,6,Loss,-93,2571
01/18/26,Yacht Flippers,1321,Khaos,1548,-227,19.5,3.8,76.8,4,3,Win,60,1381
01/18/26,Khaos,1548,Yacht Flippers,1321,227,76.8,3.8,19.5,3,4,Loss,-60,1487
01/18/26,Quacken,1917,BLU Bombers,1919,-2,46.9,5.6,47.5,5,6,Loss,-35,1882
01/18/26,BLU Bombers,1919,Quacken,1917,2,47.5,5.6,46.9,6,5,Win,35,1955
01/18/26,Fluffy Bunnies,1926,Birrds,2196,-270,15.8,3.2,81.0,1,1,Tie,26,1952
01/18/26,Birrds,2196,Fluffy Bunnies,1926,270,81.0,3.2,15.8,1,1,Tie,-26,2171
01/18/26,Mudflaps,2212,Blades,2640,-428,7.0,1.6,91.3,5,7,Loss,-8,2204
01/18/26,Blades,2640,Mudflaps,2212,428,91.3,1.6,7.0,7,5,Win,8,2648
01/18/26,Raiders,2334,Wranglers,2498,-164,25.7,4.5,69.7,1,7,Loss,-41,2292
01/18/26,Wranglers,2498,Raiders,2334,164,69.7,4.5,25.7,7,1,Win,41,2539
01/18/26,Pond Pigeons,1639,Los Tigres,2088,-449,6.3,1.5,92.2,2,2,Tie,33,1672
01/18/26,Los Tigres,2088,Pond Pigeons,1639,449,92.2,1.5,6.3,2,2,Tie,-33,2055
01/18/26,Fighting Clams,1377,Gremlins Hockey,1574,-197,22.3,4.1,73.6,3,7,Loss,-31,1346
01/18/26,Gremlins Hockey,1574,Fighting Clams,1377,197,73.6,4.1,22.3,7,3,Win,31,1605
01/18/26,Greenhorns,2380,Honey Badgers,2694,-314,12.7,2.7,84.5,7,4,Win,115,2494
01/18/26,Honey Badgers,2694,Greenhorns,2380,314,84.5,2.7,12.7,4,7,Loss,-115,2579
01/18/26,Doom Clouds,828,Golden Mules,612,216,75.7,3.9,20.4,5,0,Win,36,865
01/18/26,Golden Mules,612,Doom Clouds,828,-216,20.4,3.9,75.7,0,5,Loss,-36,576
01/18/26,Spittin'' Llamas,1646,Blackouts,1518,128,65.2,4.9,29.9,2,2,Tie,-11,1635
01/18/26,Blackouts,1518,Spittin'' Llamas,1646,-128,29.9,4.9,65.2,2,2,Tie,11,1530
01/18/26,Hampton West Hockey Club,2014,Roughnecks Mobile Infantry,2022,-8,46.0,5.6,48.4,5,1,Win,76,2089
01/18/26,Roughnecks Mobile Infantry,2022,Hampton West Hockey Club,2014,8,48.4,5.6,46.0,1,5,Loss,-76,1946
01/18/26,Sockeyes Div 8,1637,Glow Sticks,1921,-283,14.8,3.1,82.1,3,6,Loss,-19,1618
01/18/26,Glow Sticks,1921,Sockeyes Div 8,1637,283,82.1,3.1,14.8,6,3,Win,19,1940
01/18/26,Scrooge McPuck,1837,Orcas,1924,-88,35.0,5.3,59.7,3,6,Loss,-46,1791
01/18/26,Orcas,1924,Scrooge McPuck,1837,88,59.7,5.3,35.0,6,3,Win,46,1970
01/18/26,Hackers,2489,Coyotes,2569,-80,36.0,5.3,58.7,6,2,Win,90,2579
01/18/26,Coyotes,2569,Hackers,2489,80,58.7,5.3,36.0,2,6,Loss,-90,2479
01/18/26,Real Bacon,2422,Monarchs 6C,2376,46,53.9,5.5,40.6,2,5,Loss,-71,2352
01/18/26,Monarchs 6C,2376,Real Bacon,2422,-46,40.6,5.5,53.9,5,2,Win,71,2447
01/18/26,Seal Team Sticks,1741,Hungry Hatchlings,1691,50,54.4,5.5,40.1,3,2,Win,34,1775
01/18/26,Hungry Hatchlings,1691,Seal Team Sticks,1741,-50,40.1,5.5,54.4,2,3,Loss,-34,1657
01/18/26,SEA Cucumbers,1602,Rainiers,1890,-288,14.5,3.0,82.5,0,7,Loss,-24,1578
01/18/26,Rainiers,1890,SEA Cucumbers,1602,288,82.5,3.0,14.5,7,0,Win,24,1914
01/18/26,Cascadians HC,2133,Seals Lower,2249,-116,31.4,5.0,63.6,8,4,Win,96,2229
01/18/26,Seals Lower,2249,Cascadians HC,2133,116,63.6,5.0,31.4,4,8,Loss,-96,2152
01/18/26,Not Sure 7A,2385,Seattle Freeze,2445,-60,38.8,5.4,55.8,1,9,Loss,-69,2316
01/18/26,Seattle Freeze,2445,Not Sure 7A,2385,60,55.8,5.4,38.8,9,1,Win,69,2514
01/18/26,Bandits,2064,Iced Awesome,1977,86,59.5,5.3,35.2,4,4,Tie,-7,2057
01/18/26,Iced Awesome,1977,Bandits,2064,-86,35.2,5.3,59.5,4,4,Tie,7,1985
01/18/26,Purple Reign,1276,Purple Puck Eaters,1008,268,80.8,3.2,16.0,2,2,Tie,-23,1253
01/18/26,Purple Puck Eaters,1008,Purple Reign,1276,-268,16.0,3.2,80.8,2,2,Tie,23,1031
01/19/26,Trash Pandas 5B,2863,Reapers,2792,71,57.3,5.4,37.3,3,4,Loss,-43,2820
01/19/26,Reapers,2792,Trash Pandas 5B,2863,-71,37.3,5.4,57.3,4,3,Win,43,2835
01/19/26,Fossils,2699,Squids,2779,-81,35.9,5.3,58.7,3,5,Loss,-40,2658
01/19/26,Squids,2779,Fossils,2699,81,58.7,5.3,35.9,5,3,Win,40,2820
01/19/26,Barrel Aged Brewzers,2385,Trash Pandas Garbage Legacy,2246,138,66.5,4.8,28.7,2,2,Tie,-12,2372
01/19/26,Trash Pandas Garbage Legacy,2246,Barrel Aged Brewzers,2385,-138,28.7,4.8,66.5,2,2,Tie,12,2259
01/19/26,Stingers,3075,WKUP-5,3289,-214,20.7,3.9,75.4,0,4,Loss,-29,3046
01/19/26,WKUP-5,3289,Stingers,3075,214,75.4,3.9,20.7,4,0,Win,29,3318
01/19/26,Mighty Boosh,2414,Dirty Couch Hockey Club,2613,-198,22.2,4.1,73.7,2,7,Loss,-33,2381
01/19/26,Dirty Couch Hockey Club,2613,Mighty Boosh,2414,198,73.7,4.1,22.2,7,2,Win,33,2646
01/19/26,Midnight Twist,2836,Brewzers OGB,2699,137,66.3,4.8,28.8,6,6,Tie,-12,2824
01/19/26,Brewzers OGB,2699,Midnight Twist,2836,-137,28.8,4.8,66.3,6,6,Tie,12,2711
01/19/26,Piranhas,2870,Yetis,3155,-284,14.8,3.1,82.2,1,4,Loss,-19,2851
01/19/26,Yetis,3155,Piranhas,2870,284,82.2,3.1,14.8,4,1,Win,19,3174
01/19/26,Jokres,2816,Icemen,2534,283,82.0,3.1,14.9,5,2,Win,24,2840
01/19/26,Icemen,2534,Jokres,2816,-283,14.9,3.1,82.0,2,5,Loss,-24,2510
01/19/26,Skeletons,3201,BSOD,3158,43,53.4,5.5,41.1,5,2,Win,61,3262
01/19/26,BSOD,3158,Skeletons,3201,-43,41.1,5.5,53.4,2,5,Loss,-61,3096
01/19/26,Seals 5D,2971,Alpuckas,2850,121,64.2,5.0,30.8,7,2,Win,54,3025
01/19/26,Alpuckas,2850,Seals 5D,2971,-121,30.8,5.0,64.2,2,7,Loss,-54,2797
01/19/26,Not Sure 5A,2833,Dumpster Fire,3152,-319,12.4,2.7,84.9,4,1,Win,115,2948
01/19/26,Dumpster Fire,3152,Not Sure 5A,2833,319,84.9,2.7,12.4,1,4,Loss,-115,3037
01/19/26,Gamblers,2987,Bullets,2700,287,82.4,3.0,14.6,2,6,Loss,-116,2871
01/19/26,Bullets,2700,Gamblers,2987,-287,14.6,3.0,82.4,6,2,Win,116,2816
01/19/26,Flying Monkeys,2495,PussyCats,2717,-222,19.9,3.8,76.3,7,1,Win,128,2623
01/19/26,PussyCats,2717,Flying Monkeys,2495,222,76.3,3.8,19.9,1,7,Loss,-128,2589
01/19/26,LLUA,3516,DevilFish,3269,247,78.8,3.5,17.7,4,5,Loss,-59,3457
01/19/26,DevilFish,3269,LLUA,3516,-247,17.7,3.5,78.8,5,4,Win,59,3328
01/20/26,Seagulls,2690,Renegades,2953,-263,16.4,3.3,80.3,6,2,Win,118,2808
01/20/26,Renegades,2953,Seagulls,2690,263,80.3,3.3,16.4,2,6,Loss,-118,2835
01/20/26,Moose Knuckle,3276,Dead Rabbits,3210,67,56.8,5.4,37.8,3,4,Loss,-43,3234
01/20/26,Dead Rabbits,3210,Moose Knuckle,3276,-67,37.8,5.4,56.8,4,3,Win,43,3252
01/20/26,Kraken Up,3462,Greasy Weasels,3190,271,81.1,3.2,15.7,8,0,Win,34,3496
01/20/26,Greasy Weasels,3190,Kraken Up,3462,-271,15.7,3.2,81.1,0,8,Loss,-34,3157
01/20/26,Monarchs 5D,2828,Black Katz,2713,115,63.5,5.0,31.5,6,3,Win,48,2876
01/20/26,Black Katz,2713,Monarchs 5D,2828,-115,31.5,5.0,63.5,3,6,Loss,-48,2665
01/20/26,Steelhead,3419,Chinooks,3546,-128,29.9,4.9,65.2,0,1,Loss,-22,3396
01/20/26,Chinooks,3546,Steelhead,3419,128,65.2,4.9,29.9,1,0,Win,22,3569
01/20/26,Puckbuddies,3755,Sasquatch,3830,-76,36.6,5.3,58.1,9,4,Win,95,3850
01/20/26,Sasquatch,3830,Puckbuddies,3755,76,58.1,5.3,36.6,4,9,Loss,-95,3735
01/21/26,Skateful Dead,3374,Coconut Corgis,3493,-119,31.0,5.0,64.0,5,7,Loss,-35,3340
01/21/26,Coconut Corgis,3493,Skateful Dead,3374,119,64.0,5.0,31.0,7,5,Win,35,3528
01/21/26,Mighty Mallards,3268,Schilling Cider,3195,74,57.8,5.4,36.9,5,3,Win,47,3316
01/21/26,Schilling Cider,3195,Mighty Mallards,3268,-74,36.9,5.4,57.8,3,5,Loss,-47,3147
01/21/26,Rhinos,3936,Bar Down Transportation,3975,-39,41.6,5.5,52.9,2,7,Loss,-62,3874
01/21/26,Bar Down Transportation,3975,Rhinos,3936,39,52.9,5.5,41.6,7,2,Win,62,4038
01/21/26,Ice-O-Topes,2746,Roughnecks - Game Theory,3225,-480,5.3,1.3,93.4,1,4,Loss,-7,2739
01/21/26,Roughnecks - Game Theory,3225,Ice-O-Topes,2746,480,93.4,1.3,5.3,4,1,Win,7,3232
01/21/26,Puget Sound Pigeons,3856,Eagles,3757,99,61.3,5.2,33.6,3,1,Win,44,3899
01/21/26,Eagles,3757,Puget Sound Pigeons,3856,-99,33.6,5.2,61.3,1,3,Loss,-44,3713
01/21/26,Buck Wild,3463,Night Owls,3487,-24,43.8,5.6,50.6,3,3,Tie,5,3468
01/21/26,Night Owls,3487,Buck Wild,3463,24,50.6,5.6,43.8,3,3,Tie,-5,3483
01/21/26,Hooligans,3418,Edible Arrangements,3278,140,66.8,4.8,28.5,8,1,Win,56,3475
01/21/26,Edible Arrangements,3278,Hooligans,3418,-140,28.5,4.8,66.8,1,8,Loss,-56,3222
01/21/26,The Brigade,4236,Chiefs,4172,64,56.4,5.4,38.2,3,7,Loss,-79,4157
01/21/26,Chiefs,4172,The Brigade,4236,-64,38.2,5.4,56.4,7,3,Win,79,4252
01/21/26,Lumberjacks,2965,Highlanders,2538,426,91.3,1.6,7.1,1,0,Win,7,2971
01/21/26,Highlanders,2538,Lumberjacks,2965,-426,7.1,1.6,91.3,0,1,Loss,-7,2532
01/22/26,Pull Tab Bandits,3864,Mavericks,4163,-300,13.7,2.9,83.4,7,3,Win,121,3985
01/22/26,Mavericks,4163,Pull Tab Bandits,3864,300,83.4,2.9,13.7,3,7,Loss,-121,4042
01/22/26,Pheasants,3875,Northwest Crabs,4463,-588,2.9,0.7,96.4,3,5,Loss,-3,3872
01/22/26,Northwest Crabs,4463,Pheasants,3875,588,96.4,0.7,2.9,5,3,Win,3,4466
01/22/26,MMHC,3762,Shockers,3446,316,84.7,2.7,12.6,5,2,Win,20,3782
01/22/26,Shockers,3446,MMHC,3762,-316,12.6,2.7,84.7,2,5,Loss,-20,3426
01/22/26,Falcons,4423,ALTP,4418,5,48.0,5.6,46.4,2,4,Loss,-54,4369
01/22/26,ALTP,4418,Falcons,4423,-5,46.4,5.6,48.0,4,2,Win,54,4472
01/22/26,Maple Bars,3638,Goal Diggers,3723,-85,35.4,5.3,59.4,0,6,Loss,-56,3581
01/22/26,Goal Diggers,3723,Maple Bars,3638,85,59.4,5.3,35.4,6,0,Win,56,3779
01/22/26,ESB,4213,Mustangs,4117,96,60.9,5.2,33.9,10,2,Win,70,4283
01/22/26,Mustangs,4117,ESB,4213,-96,33.9,5.2,60.9,2,10,Loss,-70,4048
01/22/26,Breakers,3486,Bombers,3629,-143,28.1,4.7,67.2,2,1,Win,54,3539
01/22/26,Bombers,3629,Breakers,3486,143,67.2,4.7,28.1,1,2,Loss,-54,3575
01/22/26,Seattle Supernova,4209,NW Stars,4492,-283,14.8,3.1,82.1,2,2,Tie,26,4235
01/22/26,NW Stars,4492,Seattle Supernova,4209,283,82.1,3.1,14.8,2,2,Tie,-26,4466
01/22/26,Wolves,3290,Top Cheddar,2866,424,91.2,1.7,7.2,10,0,Win,17,3307
01/22/26,Top Cheddar,2866,Wolves,3290,-424,7.2,1.7,91.2,0,10,Loss,-17,2849
01/22/26,The Herd,3850,Sabercats,3703,147,67.6,4.7,27.7,4,3,Win,24,3874
01/22/26,Sabercats,3703,The Herd,3850,-147,27.7,4.7,67.6,3,4,Loss,-24,3679
01/22/26,Red Dog,4067,Koronis Motors,4127,-60,38.8,5.4,55.8,1,0,Win,46,4113
01/22/26,Koronis Motors,4127,Red Dog,4067,60,55.8,5.4,38.8,0,1,Loss,-46,4081
01/24/26,Yacht Flippers,1381,Frozen Assets,1545,-164,25.8,4.5,69.7,0,7,Loss,-43,1338
01/24/26,Frozen Assets,1545,Yacht Flippers,1381,164,69.7,4.5,25.8,7,0,Win,43,1589
01/24/26,Fighting Clams,1346,Blackbirds,1677,-332,11.7,2.5,85.8,1,7,Loss,-19,1327
01/24/26,Blackbirds,1677,Fighting Clams,1346,332,85.8,2.5,11.7,7,1,Win,19,1696
01/25/26,Banana Blades,984,Ice Breakers,997,-14,45.2,5.6,49.2,2,3,Loss,-34,950
01/25/26,Ice Breakers,997,Banana Blades,984,14,49.2,5.6,45.2,3,2,Win,34,1031
01/25/26,Trash Pandas 7 Landis,2354,Seattle Freeze,2514,-160,26.1,4.6,69.3,0,6,Loss,-42,2312
